swing_id,course,round_date,hole,round_total,shot_number,distance_to_pin,terrain,fairway_hit,green_in_reg,penalty,club_used,club_speed,total_distance,carry_distance,ball_speed,apex_ht,back_spin,side_spin,launch_dir,launch_angle,smash_factor,spin_axis,flight_time,face_angle,swing_path,face_to_path_angle,AoA,Dynamic_Loft,Spin_Loft,Curve_Amount,Air_Carry_Efficiency,Offline_estimated,,,,,,,,,,,,,
122157,Avaira_GC,1/9/2025,16,57,1,388,Tee,No,,,Driver,117.53,220.2,191.6,157.47,35,2845 ,(1451),6.6 ,4.9 ,1.340,19.0,1.7,-13.7,7.2,-6.5,-1.43,11.4,10.49,-51.00%,87.0%,(129.3),,,,,,,,,,,,,
122458,Avaira_GC,1/9/2025,16,58,2,185,Deep Grass,,,,4 Iron,97.00,69.6,,100.82,,5563 ,944 ,4.2 ,19.4 ,1.039,-27.0,3.7,7.4,2.3,9.7,0.95,19.0,22.58,16.97%, , ,,,,,,,,,,,,,
1221059,Avaira_GC,1/9/2025,16,59,3,120,Fairway,,No,,Pitching Wedge,83.94,114.7,113.3,89.22,104,10319 ,2507 ,(1.3),28.3 ,1.063,10.0,,2.8,8.2,11.0,-3.60,19.2,21.50,24.29%,98.7%,39.6 ,,,,,,,,,,,,,
1221260,Avaira_GC,1/9/2025,16,60,4,17,Fairway,,,,Sand Wedge,20.98,12.5,7.7,19.46,4,2735 ,878 ,(2.3),31.6 ,0.928,14.0,5.9,-4.4,7.9,3.5,-2.30,13.0,14.60,32.10%,61.8%,3.5 ,,,,,,,,,,,,,
1221461,Avaira_GC,1/9/2025,16,61,5,4,Green,,,,Putter,2.83,3.8,,5.82,,0 ,0 ,0.2 ,0.0 ,2.057,18.0,1.0,-13.3,6.7,-6.6,-1.58, , , , , ,,,,,,,,,,,,,
122162,Avaira_GC,1/9/2025,17,62,1,584,Tee,Yes,,,Driver,112.30,261.6,250.6,166.20,89,3819 ,2008 ,0.7 ,9.1 ,1.480,,,,, ,,7.3,8.65,52.58%,95.8%,175.4 ,,,,,,,,,,,,,
122363,Avaira_GC,1/9/2025,17,63,2,322,Fairway,,,,Hybrid,111.51,212.5,207.7,150.57,127,10128 ,(57),2.6 ,9.6 ,1.350,28.0,6.4,-0.3,6.5,6.2,-1.34,9.7,11.31,-0.56%,97.7%, ,,,,,,,,,,,,,
1221164,Avaira_GC,1/9/2025,17,64,3,117,Fairway,,,,Gap Wedge,81.56,132.1,129.8,100.60,85,8508 ,1750 ,(0.6),21.9 ,1.233,0.0,7.5,1.7,7.5,9.2,-1.65,15.7,18.62,20.57%,98.2%,38.9 ,,,,,,,,,,,,,
1221265,Avaira_GC,1/9/2025,17,65,4,21,Rough,,No,,Sand Wedge,37.48,31.3,23.5,35.11,16,3619 ,1074 ,3.1 ,37.5 ,0.937,12.0,5.6,-2.5,5.1,2.6,-2.88,21.8,23.48,29.68%,75.2%,10.0 ,,,,,,,,,,,,,
1221466,Avaira_GC,1/9/2025,17,66,5,11,Green,,,,Putter,6.36,10.1,,11.19,,0 ,0 ,(0.3),0.0 ,1.759,17.0,2.1,-9.4,13.3,3.9,-1.65, , , , , ,,,,,,,,,,,,,
122067,Avaira_GC,1/9/2025,18,67,1,441,Tee,No,,,5 Wood,108.00,166.0,162.2,140.68,100,8310 ,3546 ,0.7 ,16.5 ,1.303,,,,, ,,13.4,15.82,42.67%,97.7%,93.2 ,,,,,,,,,,,,,
