swing_id,course,round_date,hole,round_total,shot_number,distance_to_pin,terrain,fairway_hit,green_in_reg,penalty,club_used,club_speed,total_distance,carry_distance,ball_speed,apex_ht,back_spin,side_spin,launch_dir,launch_angle,smash_factor,spin_axis,flight_time,face_angle,swing_path,face_to_path_angle,AoA,Dynamic_Loft,Spin_Loft,Curve_Amount,Air_Carry_Efficiency,Offline_estimated,,,,,,,,,,,,,
311120,Cabo_Del_Sol_ocean,2/23/2025,5,20,3,37,Deep Grass,,,,Gap Wedge,54.26,22.7,19.7,39.42,13,7010 ,2806 ,(2.7),38.0 ,0.727,14.0,,1.9,9.4,11.3,-2.35,8.9,9.91,40.03%,86.8%,10.9 ,,,,,,,,,,,,,
311321,Cabo_Del_Sol_ocean,2/23/2025,5,21,4,14,Fairway,,,,Lob Wedge,41.10,21.0,17.8,30.01,10,6226 ,1775 ,5.4 ,35.6 ,0.730,22.0,1.9,-22.8,13.8,-9.0,-1.04,24.0,25.80,28.51%,84.7%,7.1 ,,,,,,,,,,,,,
311422,Cabo_Del_Sol_ocean,2/23/2025,5,22,5,2,Green,,,,Putter,3.67,6.3,,6.70,,0 ,0 ,0.9 ,0.0 ,1.826,16.0,1.7,-5.6,14.4,8.8,-1.78, , , , , ,,,,,,,,,,,,,
31823,Cabo_Del_Sol_ocean,2/23/2025,6,23,1,177,Tee,,,,8 Iron,95.49,161.0,144.5,97.68,69,5128 ,832 ,3.4 ,19.4 ,1.023,,,,, ,,18.3,22.07,16.22%,89.7%,32.5 ,,,,,,,,,,,,,
311224,Cabo_Del_Sol_ocean,2/23/2025,6,24,2,35,Bunker,,,,Sand Wedge,65.23,19.6,20.5,58.40,11,8503 ,2024 ,(1.2),32.4 ,0.895,9.0,4.9,2.1,7.2,9.3,-3.80,18.0,20.24,23.80%,104.9%,6.7 ,,,,,,,,,,,,,
311225,Cabo_Del_Sol_ocean,2/23/2025,6,25,3,16,Bunker,,,,Sand Wedge,57.96,15.1,,51.46,,6554 ,2611 ,1.0 ,31.2 ,0.888,13.0,1.6,-9.0,5.2,-3.8,-2.28,12.0,13.12,39.84%, , ,,,,,,,,,,,,,
31726,Cabo_Del_Sol_ocean,2/23/2025,7,26,1,132,Tee,,,,7 Iron,91.33,182.2,178.1,114.88,103,6852 ,1486 ,3.2 ,19.0 ,1.258,22.0,,-14.0,13.3,-0.7,-1.14,17.2,20.00,21.69%,97.7%,53.4 ,,,,,,,,,,,,,
311327,Cabo_Del_Sol_ocean,2/23/2025,7,27,2,9,Rough,,,,Lob Wedge,15.99,8.3,5.2,16.76,3,2616 ,595 ,(1.5),29.2 ,1.048,12.0,5.9,1.4,8.3,9.7,-2.76,16.3,18.79,22.74%,63.2%,1.7 ,,,,,,,,,,,,,
31128,Cabo_Del_Sol_ocean,2/23/2025,8,28,1,418,Tee,,,,Driver,106.03,264.9,245.3,148.53,126,6495 ,3503 ,(0.1),15.8 ,1.401,13.0,0.8,-8.0,3.8,-4.2,-2.47,11.7,13.50,53.93%,92.6%,171.7 ,,,,,,,,,,,,,
31429,Cabo_Del_Sol_ocean,2/23/2025,8,29,2,195,Earth,,,,4 Iron,97.00,122.4,119.5,132.26,30,2713 ,45 ,5.7 ,16.3 ,1.364,28.0,7.1,-1.4,7.5,6.1,-1.77,19.3,73.55,1.66%,97.7%,3.0 ,,,,,,,,,,,,,
31630,Cabo_Del_Sol_ocean,2/23/2025,8,30,3,76,Earth,,,,6 Iron,90.18,54.2,52.4,89.25,24,10013 ,1143 ,1.5 ,29.9 ,0.990,1.0,3.4,5.7,6.0,11.7,-54.28,24.9,30.02,11.42%,96.6%,9.2 ,,,,,,,,,,,,,
311331,Cabo_Del_Sol_ocean,2/23/2025,8,31,4,22,Bunker,,,,Lob Wedge,50.49,12.6,9.8,43.55,4,4864 ,867 ,2.2 ,28.4 ,0.863,7.0,2.9,0.0,5.8,5.8,-5.15,21.1,24.33,17.82%,77.5%,2.4 ,,,,,,,,,,,,,
311432,Cabo_Del_Sol_ocean,2/23/2025,8,32,5,10,Rough,,,,Putter,6.62,10.8,,11.23,,0 ,0 ,2.1 ,0.0 ,1.696,10.0,0.9,-2.6,6.1,3.5,-3.26, , , , , ,,,,,,,,,,,,,
31133,Cabo_Del_Sol_ocean,2/23/2025,9,33,1,450,Tee,,,,Driver,116.19,227.4,223.8,141.04,204,6671 ,724 ,2.7 ,27.6 ,1.214,,,,, ,,25.2,34.43,10.85%,98.4%,33.6 ,,,,,,,,,,,,,
31034,Cabo_Del_Sol_ocean,2/23/2025,9,34,2,203,Fairway,,,,5 Wood,99.93,258.5,248.6,136.89,118,4203 ,(164),9.3 ,18.3 ,1.370,6.0,8.5,2.2,5.2,7.4,-9.21,24.9,10.77,-3.90%,96.1%,(12.4),,,,,,,,,,,,,
311035,Cabo_Del_Sol_ocean,2/23/2025,9,35,3,67,Deep Grass,,,,Pitching Wedge,86.33,73.0,65.8,79.19,31,6686 ,(357),5.9 ,27.5 ,0.917,-2.0,6.7,9.6,8.3,17.9,14.09,30.4,20.60,-5.34%,90.2%,(4.9),,,,,,,,,,,,,
311436,Cabo_Del_Sol_ocean,2/23/2025,9,36,4,1,Green,,,,Putter,4.79,8.4,,8.76,,0 ,0 ,1.0 ,0.0 ,1.829,-3.0,3.3,7.5,4.7,12.2,9.82, , , , , ,,,,,,,,,,,,,
418111,Driving_Range,2/20/2025,,,1,,,,,,Gap Wedge,91.08,103.43,108.57,88.62,89.1,11708 ,498 ,1.9 ,26.3 ,0.973,,,,, ,,21.9,21.94,4.25%,105.0%, ,,,,,,,,,,,,,
418112,Driving_Range,2/20/2025,,,2,,,,,,Gap Wedge,87.41,103.81,110.29,89.48,91.5,9905 ,498 ,1.4 ,27.5 ,1.024,,,,, ,,22.9,22.90,5.03%,106.2%, ,,,,,,,,,,,,,
418113,Driving_Range,2/20/2025,,,3,,,,,,Gap Wedge,86.78,57.64,52.12,53.86,33.7,4292 ,1822 ,(4.8),32.0 ,0.621,,,,, ,,26.6,26.63,42.45%,90.4%, ,,,,,,,,,,,,,
418114,Driving_Range,2/20/2025,,,4,,,,,,Gap Wedge,90.33,100.92,98.62,81.07,64.0,9385 ,2758 ,7.9 ,24.5 ,0.897,,,,, ,,25.1,26.96,29.39%,97.7%,39.4 ,,,,,,,,,,,,,
418115,Driving_Range,2/20/2025,,,5,,,,,,Gap Wedge,84.28,62.16,57.03,56.9,30.9,7632 ,(2207),3.5 ,26.5 ,0.675,16.0,4.6,4.7,17.8,22.5,-1.87,35.0,33.45,-28.92%,91.7%,(22.8),,,,,,,,,,,,,
418116,Driving_Range,2/20/2025,,,6,,,,,,Gap Wedge,92.53,103.62,105.45,84.74,70.4,8679 ,1537 ,4.9 ,24.3 ,0.916,-16.0,3.1,12.9,-4.2,8.7,1.55,23.4,26.75,17.71%,101.8%,26.4 ,,,,,,,,,,,,,
418117,Driving_Range,2/20/2025,,,7,,,,,,Gap Wedge,87.91,82.80,79.29,68.85,51.0,6854 ,(498),3.7 ,27.7 ,0.783,10.0,4.8,3.1,10.3,13.4,-3.38,23.1,23.11,-7.27%,95.8%, ,,,,,,,,,,,,,
418118,Driving_Range,2/20/2025,,,8,,,,,,Gap Wedge,94.06,114.40,112.87,90.82,86.7,11125 ,2534 ,1.2 ,24.6 ,0.966,,,,, ,,19.3,21.87,22.78%,98.7%,36.7 ,,,,,,,,,,,,,
418119,Driving_Range,2/20/2025,,,9,,,,,,Gap Wedge,91.24,116.05,121.03,96.48,102.8,11008 ,2621 ,6.4 ,25.9 ,1.057,13.0,5.3,-1.2,8.5,7.3,-2.54,25.3,27.69,23.81%,104.3%,39.3 ,,,,,,,,,,,,,
4181110,Driving_Range,2/20/2025,,,10,,,,,,Gap Wedge,94.23,100.01,103.69,84.99,72.1,10170 ,3177 ,7.4 ,24.0 ,0.902,13.0,5.8,3.7,14.5,18.2,-2.40,24.0,25.83,31.24%,103.7%,44.1 ,,,,,,,,,,,,,
4181011,Driving_Range,2/20/2025,,,11,,,,,,Pitching Wedge,88.81,107.31,106.50,86.49,85.4,9302 ,2201 ,(4.0),28.8 ,0.974,17.0,4.8,4.0,17.2,21.2,-1.82,16.9,19.26,23.66%,99.2%,34.6 ,,,,,,,,,,,,,
418012,Driving_Range,2/20/2025,,,12,,,,,,Hybridybrid,93.49,138.92,142.98,111.43,123.4,9462 ,1009 ,4.0 ,25.5 ,1.192,13.0,5.3,-7.1,5.1,-2.0,-2.36,24.0,14.93,10.66%,102.9%,21.4 ,,,,,,,,,,,,,
4181013,Driving_Range,2/20/2025,,,13,,,,,,Pitching Wedge,86.76,81.55,82.14,71.72,41.4,4662 ,(602),6.2 ,22.5 ,0.827,6.0,6.5,2.8,,2.8,9.10,26.3,22.19,-12.91%,100.7%,(14.4),,,,,,,,,,,,,
4181014,Driving_Range,2/20/2025,,,14,,,,,,Pitching Wedge,92.87,137.63,139.25,105.51,93.7,10162 ,1296 ,5.2 ,20.2 ,1.136,-7.0,3.7,7.5,2.0,9.5,4.10,21.0,27.56,12.75%,101.2%,24.4 ,,,,,,,,,,,,,
418815,Driving_Range,2/20/2025,,,15,,,,,,8 Iron,99.80,159.74,151.51,105.85,69.9,4514 ,1161 ,4.6 ,18.1 ,1.061,7.0,5.8,4.2,7.3,11.5,-6.52,17.8,20.08,25.72%,94.8%,53.0 ,,,,,,,,,,,,,
418816,Driving_Range,2/20/2025,,,16,,,,,,8 Iron,96.83,165.85,161.19,112.76,88.0,4941 ,760 ,2.3 ,19.7 ,1.165,14.0,5.1,2.7,10.6,13.3,-2.29,16.4,16.40,15.38%,97.2%, ,,,,,,,,,,,,,
418817,Driving_Range,2/20/2025,,,17,,,,,,8 Iron,98.32,173.81,167.61,119.19,93.7,6464 ,632 ,4.8 ,17.3 ,1.212,,,,, ,,18.5,24.97,9.78%,96.4%,25.1 ,,,,,,,,,,,,,
418418,Driving_Range,2/20/2025,,,18,,,,,,4 Iron,101.91,159.15,134.21,111.08,34.0,2754 ,1024 ,7.3 ,9.7 ,1.090,6.0,6.1,4.1,6.8,10.9,-6.42,13.7,15.13,37.18%,84.3%,67.1 ,,,,,,,,,,,,,
418419,Driving_Range,2/20/2025,,,19,,,,,,4 Iron,101.37,129.01,128.68,99.89,55.4,9578 ,(61),(2.8),13.5 ,0.985,20.0,3.4,5.6,12.3,17.9,-1.45,11.2,11.24,-0.64%,99.7%, ,,,,,,,,,,,,,
418420,Driving_Range,2/20/2025,,,20,,,,,,4 Iron,104.20,164.19,155.15,112.41,58.7,2628 ,2722 ,(11.4),17.0 ,1.079,,,,, ,,-3.7,-3.04,103.59%,94.5%,178.4 ,,,,,,,,,,,,,
418421,Driving_Range,2/20/2025,,,21,,,,,,4 Iron,97.12,124.25,118.31,94.75,43.1,6240 ,1353 ,5.8 ,12.4 ,0.976,46.0,4.4,-17.9,7.8,-10.1,-0.66,10.3,10.30,21.68%,95.2%, ,,,,,,,,,,,,,
418422,Driving_Range,2/20/2025,,,22,,,,,,4 Iron,102.68,167.57,165.28,126.22,74.8,7738 ,3509 ,0.1 ,12.6 ,1.229,,,,, ,,7.6,8.64,45.35%,98.6%,99.2 ,,,,,,,,,,,,,
418423,Driving_Range,2/20/2025,,,23,,,,,,4 Iron,105.04,206.60,194.39,134.03,63.8,4518 ,1443 ,4.0 ,11.0 ,1.276,24.0,5.5,-2.9,9.3,6.4,-1.03,11.7,13.48,31.94%,94.1%,87.5 ,,,,,,,,,,,,,
418424,Driving_Range,2/20/2025,,,24,,,,,,4 Iron,92.80,114.56,95.17,87.84,27.5,2860 ,1371 ,3.1 ,12.5 ,0.947,18.0,5.4,2.5,8.6,11.1,-1.81,10.4,10.42,47.94%,83.1%, ,,,,,,,,,,,,,
418425,Driving_Range,2/20/2025,,,25,,,,,,4 Iron,98.27,160.89,140.52,106.75,39.5,2700 ,480 ,7.5 ,12.2 ,1.086,,,,, ,,16.9,20.48,17.78%,87.3%,35.1 ,,,,,,,,,,,,,
418126,Driving_Range,2/20/2025,,,26,,,,,,Driver,109.71,249.04,237.90,154.65,79.8,4366 ,62 ,7.0 ,9.5 ,1.410,10.0,3.8,6.7,10.1,16.8,-3.59,15.3,9.29,1.42%,95.5%,5.9 ,,,,,,,,,,,,,
418127,Driving_Range,2/20/2025,,,27,,,,,,Driver,113.17,277.87,262.78,157.14,90.9,2549 ,345 ,6.5 ,12.5 ,1.389,1.0,6.2,7.3,5.7,13.0,5.97,16.7,29.27,13.53%,94.6%,52.6 ,,,,,,,,,,,,,
418128,Driving_Range,2/20/2025,,,28,,,,,,Driver,105.21,228.43,221.24,153.18,81.9,4843 ,2820 ,4.4 ,10.5 ,1.456,8.0,6.2,6.3,7.3,13.6,-12.53,12.4,14.38,58.23%,96.9%,165.9 ,,,,,,,,,,,,,
418129,Driving_Range,2/20/2025,,,29,,,,,,Driver,108.09,276.02,269.01,160.14,94.9,2675 ,67 ,8.6 ,12.3 ,1.482,30.0,6.1,3.6,8.8,12.4,-2.02,19.1,14.21,2.50%,97.5%,6.7 ,,,,,,,,,,,,,
418130,Driving_Range,2/20/2025,,,30,,,,,,Driver,104.89,193.93,193.36,137.79,165.3,6259 ,(110),8.5 ,23.3 ,1.314,1.0,6.4,8.9,6.4,15.3,4.90,28.0,-30.20,-1.76%,99.7%,(4.8),,,,,,,,,,,,,
418131,Driving_Range,2/20/2025,,,31,,,,,,Driver,108.20,254.32,241.56,155.16,102.2,3903 ,1079 ,5.1 ,13.9 ,1.434,-1.0,7.7,8.6,8.2,16.8,58.19,16.2,20.63,27.65%,95.0%,90.6 ,,,,,,,,,,,,,
16711,PGA_National,2/27/25,10,1,1,508,Tee,No,,,Driver,109.60,256.8,252.4,158.29,112,3614 ,1422 ,(2.5),13.9 ,1.444,15.0,6.6,4.6,7.7,12.3,-4.47,7.8,9.31,39.35%,98.3%,132.5 ,,,,,,,,,,,,,
16722,PGA_National,2/27/25,10,2,2,277,Rough,,,,3 Wood,114.72,223.1,217.9,146.61,99,3626 ,1408 ,0.0 ,16.5 ,1.278,21.0,6.9,-3.8,5.1,1.3,-1.56,12.4,14.15,38.83%,97.7%,114.4 ,,,,,,,,,,,,,
167123,PGA_National,2/27/25,10,3,3,63,Woods,,,,Sand Wedge,65.31,65.0,61.1,66.26,31,6644 ,1555 ,5.0 ,26.7 ,1.015,21.0,6.4,-1.4,7.9,6.5,-1.78,21.2,23.64,23.40%,94.1%,19.9 ,,,,,,,,,,,,,
167144,PGA_National,2/27/25,10,4,4,4,Green,,,,Putter,2.23,3.8,,4.35,,,,0.7 ,0.0 ,1.951,13.0,3.2,-1.0,10.0,9.0,-2.42, , , , , ,,,,,,,,,,,,,
16715,PGA_National,2/27/25,11,5,1,385,Tee,Yes,,,Driver,104.09,173.4,172.1,126.52,149,5956 ,714 ,4.9 ,25.3 ,1.215,,,,, ,,25.6,36.15,11.99%,99.3%,30.1 ,,,,,,,,,,,,,
16746,PGA_National,2/27/25,11,6,2,239,Fairway,,,,4 Iron,106.85,187.6,183.6,138.22,77,6805 ,3613 ,(4.2),11.5 ,1.294,7.0,7.3,4.5,6.9,11.4,-10.55,1.4,2.13,53.09%,97.8%,128.5 ,,,,,,,,,,,,,
167127,PGA_National,2/27/25,11,7,3,82,Rough,,,,Sand Wedge,82.46,85.1,82.7,78.41,52,10112 ,3629 ,(2.0),27.4 ,0.951,28.0,5.9,-8.2,7.9,-0.3,-0.72,10.1,11.50,35.89%,97.2%,41.4 ,,,,,,,,,,,,,
167138,PGA_National,2/27/25,11,8,4,14,Fairway,,,,Lob Wedge,18.50,17.6,7.9,22.61,2,3307 ,(113),2.9 ,18.9 ,1.222,20.0,4.2,-12.7,6.9,-5.8,-1.40,18.9,3.20,-3.42%,45.0%,(0.4),,,,,,,,,,,,,
167149,PGA_National,2/27/25,11,9,5,4,Green,,,,Putter,3.16,4.7,,5.60,,,,1.5 ,0.0 ,1.772,-2.0,0.8,3.2,2.0,5.2,15.72, , , , , ,,,,,,,,,,,,,
167110,PGA_National,2/27/25,12,10,1,397,Tee,Yes,,,Driver,111.25,257.2,245.7,160.73,92,3889 ,1308 ,2.9 ,11.9 ,1.445,,,,, ,,12.4,17.39,33.63%,95.6%,190.4 ,,,,,,,,,,,,,
167611,PGA_National,2/27/25,12,11,2,164,Fairway,,,,6 Iron,98.42,191.6,185.8,124.19,64,4485 ,(594),8.4 ,12.4 ,1.262,31.0,6.6,2.5,4.9,7.4,-4.96,19.5,15.39,-13.24%,97.0%,97.6 ,,,,,,,,,,,,,
1671312,PGA_National,2/27/25,12,12,3,47,Rough,,,,Lob Wedge,44.69,46.8,36.5,51.08,12,6197 ,1318 ,3.0 ,24.4 ,1.143,21.0,5.5,9.2,6.2,15.4,4.12,21.1,23.79,21.27%,78.0%,11.0 ,,,,,,,,,,,,,
167113,PGA_National,2/27/25,13,13,1,335,Tee,No,,,Driver,115.45,142.3,142.0,118.88,166,7296 ,1765 ,(4.2),33.7 ,1.030,12.0,2.1,0.7,9.7,10.4,-2.72,21.8,24.15,24.19%,99.8%,49.7 ,,,,,,,,,,,,,
167014,PGA_National,2/27/25,13,14,2,215,Rough,,,,5 Wood,107.16,194.8,6.8,144.61,118,5652 ,2574 ,2.6 ,16.3 ,1.349,14.0,7.4,-6.3,7.8,1.5,-2.39,14.9,16.93,45.54%,3.5%,4.1 ,,,,,,,,,,,,,
1671215,PGA_National,2/27/25,13,15,3,20,Bunker,,,,Sand Wedge,56.04,15.0,10.6,43.08,5,6684 ,2956 ,(2.2),31.6 ,0.769,24.0,0.1,1.4,9.6,11.0,-1.98,5.6,6.56,44.23%,70.7%,6.4 ,,,,,,,,,,,,,
1671416,PGA_National,2/27/25,13,16,4,5,Green,,,,Putter,3.92,4.7,,7.21,,,,(0.5),0.0 ,1.839,24.0,1.1,-20.7,13.0,-7.7,-0.94, , , , , ,,,,,,,,,,,,,
167117,PGA_National,2/27/25,14,17,1,420,Tee,No,,,Driver,114.71,246.6,236.2,160.61,133,4620 ,2157 ,1.9 ,15.6 ,1.400,,,,, ,,13.8,16.01,46.69%,95.8%,147.6 ,,,,,,,,,,,,,
167418,PGA_National,2/27/25,14,18,2,185,Rough,,,,4 Iron,96.25,201.9,192.3,134.22,70,3939 ,450 ,6.3 ,14.3 ,1.394,25.0,7.3,0.8,7.9,8.7,-2.20,17.5,23.06,11.42%,95.2%,33.6 ,,,,,,,,,,,,,
1671219,PGA_National,2/27/25,14,19,3,21,Rough,,,,Sand Wedge,33.26,21.5,13.7,30.28,6,3550 ,876 ,2.4 ,24.2 ,0.910,7.0,5.6,5.6,8.2,13.8,-5.51,20.0,22.34,24.68%,63.7%,4.8 ,,,,,,,,,,,,,
167820,PGA_National,2/27/25,15,20,1,153,Tee,,,,8 Iron,96.91,159.0,156.3,113.09,91,5654 ,1195 ,1.6 ,19.1 ,1.167,14.0,1.2,-0.2,10.2,10.0,-2.33,15.9,18.71,21.14%,98.3%,46.9 ,,,,,,,,,,,,,
1671421,PGA_National,2/27/25,15,21,2,18,Green,,,,Putter,8.57,16.9,,14.94,,,,(1.3),0.0 ,1.743,12.0,5.9,-0.1,6.6,6.5,-2.86, , , , , ,,,,,,,,,,,,,
167122,PGA_National,2/27/25,16,22,1,391,Tee,No,,,Driver,116.61,216.9,212.6,149.82,94,5111 ,3083 ,0.4 ,12.3 ,1.285,,,,, ,,8.8,9.75,60.32%,98.0%,164.7 ,,,,,,,,,,,,,
167323,PGA_National,2/27/25,16,23,2,246,Earth,,,,Hybrid,108.20,182.8,179.7,140.95,86,5775 ,3441 ,1.6 ,13.7 ,1.303,31.0,6.3,-1.5,11.0,9.5,-0.99,11.9,13.76,59.58%,98.3%,139.2 ,,,,,,,,,,,,,
1671224,PGA_National,2/27/25,16,24,3,72,Pavement,,,,Sand Wedge,81.95,84.1,82.8,81.23,69,9912 ,827 ,(0.1),32.6 ,0.991,31.0,5.8,0.5,7.9,8.4,-1.85,25.9,32.84,8.34%,98.5%,10.4 ,,,,,,,,,,,,,
1671225,PGA_National,2/27/25,16,25,4,13,Rough,,,,Sand Wedge,19.66,11.5,5.8,18.49,2,3621 ,402 ,3.5 ,23.0 ,0.940,5.0,4.7,-1.3,3.4,2.1,-6.94,21.6,27.25,11.10%,50.1%,0.9 ,,,,,,,,,,,,,
167726,PGA_National,2/27/25,17,26,1,155,Tee,,,,7 Iron,94.90,169.9,161.4,114.91,81,5244 ,873 ,5.7 ,15.5 ,1.211,6.0,0.7,2.5,6.6,9.1,-5.60,17.5,21.24,16.65%,95.0%,36.3 ,,,,,,,,,,,,,
1671427,PGA_National,2/27/25,17,27,2,10,Green,,,,Putter,5.36,9.2,,9.92,,,,(0.7),0.0 ,1.851,9.0,5.6,4.6,8.8,13.4,-3.70, , , , , ,,,,,,,,,,,,,
167128,PGA_National,2/27/25,18,28,1,527,Tee,,,,Driver,118.03,268.7,263.2,163.11,103,3511 ,1206 ,3.2 ,11.9 ,1.382,,,,, ,,12.5,15.87,34.35%,98.0%,125.0 ,,,,,,,,,,,,,
167329,PGA_National,2/27/25,18,29,2,257,Fairway,,,,Hybrid,109.55,191.1,181.2,138.93,53,5025 ,1598 ,3.7 ,8.8 ,1.268,19.0,6.8,2.6,6.1,8.7,-3.39,10.7,15.90,31.80%,94.8%,81.5 ,,,,,,,,,,,,,
1671230,PGA_National,2/27/25,18,30,3,72,Fairway,,,,Sand Wedge,81.37,82.1,80.8,73.46,47,8821 ,2747 ,(2.8),26.3 ,0.903,18.0,5.2,3.4,5.1,8.5,-5.17,10.7,12.42,31.14%,98.5%,34.4 ,,,,,,,,,,,,,
1671431,PGA_National,2/27/25,18,31,4,16,Green,,,,Putter,6.85,15.6,,12.97,,,,(1.0),0.0 ,1.893,17.0,4.0,-11.2,4.1,-7.1,-1.72, , , , , ,,,,,,,,,,,,,
191611,Spyglass_Hill,3/2/25,1,1,1,597,Tee,No,,,Driver,113.66,241.4,236.1,150.10,128,4603 ,1979 ,3.6 ,14.2 ,1.321,,,,, ,,14.4,16.69,42.99%,97.8%,135.7 ,,,,,,,,,,,,,
191632,Spyglass_Hill,3/2/2025,1,2,2,283,Rough,,,,Hybrid,102.26,168.6,165.8,119.20,117,6444 ,3013 ,2.6 ,20.1 ,1.166,23.0,7.5,2.6,8.9,11.5,-2.25,17.8,19.61,46.76%,98.4%,103.6 ,,,,,,,,,,,,,
1916113,Spyglass_Hill,3/2/2025,1,3,3,115,Deep Grass,,,,Gap Wedge,66.72,129.8,126.3,98.80,74,9766 ,897 ,6.0 ,17.8 ,1.481,25.0,6.6,1.0,11.8,12.8,-1.86,20.0,25.27,9.18%,97.3%,15.8 ,,,,,,,,,,,,,
1916124,Spyglass_Hill,3/2/25,1,4,4,17,Rough,,,,Sand Wedge,22.50,14.8,9.7,25.10,4,3949 ,(67),5.7 ,27.7 ,1.116,5.0,5.2,5.2,8.6,13.8,-5.24,23.1,23.08,-1.70%,65.6%, ,,,,,,,,,,,,,
191615,Spyglass_Hill,3/2/2025,2,5,1,349,Tee,Yes,,,Driver,118.28,211.2,183.5,151.00,27,2854 ,(2599),15.7 ,2.5 ,1.277,,,,, ,,19.1,18.79,-91.07%,86.9%,(192.7),,,,,,,,,,,,,
191666,Spyglass_Hill,3/2/2025,2,6,2,174,Fairway,,,,6 Iron,102.36,161.8,153.4,134.70,24,2780 ,292 ,9.4 ,8.6 ,1.316,-42.0,3.8,17.0,8.6,25.6,0.30,16.1,20.84,10.50%,94.9%,23.0 ,,,,,,,,,,,,,
1916127,Spyglass_Hill,3/2/25,2,7,3,27,Deep Grass,,,,Sand Wedge,,15.6,,72.50,,9787 ,(71),3.1 ,22.6 ,,6.0,3.3,8.9,10.7,19.6,-4.78,14.3,15.56,-0.73%, , ,,,,,,,,,,,,,
1916128,Spyglass_Hill,3/2/2025,2,8,4,12,Rough,,,,Sand Wedge,73.69,16.1,10.3,26.10,3,4502 ,1003 ,5.6 ,32.4 ,0.354,13.0,1.0,-4.5,13.9,9.4,-1.23,22.5,24.26,22.28%,64.4%,3.4 ,,,,,,,,,,,,,
1916149,Spyglass_Hill,3/2/2025,2,9,5,5,Green,,,,Putter,3.20,4.9,,5.40,,0 ,0 ,2.5 ,0.0 ,1.688,13.0,1.0,-4.5,13.9,9.4,-1.76, , , , , ,,,,,,,,,,,,,
1916710,Spyglass_Hill,3/2/25,3,10,1,171,Tee,,,,7 Iron,87.74,138.2,136.2,95.30,83,9490 ,2152 ,4.5 ,16.8 ,1.086,,,,, ,,16.3,18.19,22.68%,98.6%,44.3 ,,,,,,,,,,,,,
19161211,Spyglass_Hill,3/2/2025,3,11,2,22,Bunker,,,,Sand Wedge,18.80,15.9,6.0,22.50,2,2966 ,(52),3.5 ,17.9 ,1.197,13.0,5.7,2.3,11.2,13.5,-1.89,14.9,14.92,-1.75%,37.6%,(0.1),,,,,,,,,,,,,
19161412,Spyglass_Hill,3/2/2025,3,12,3,7,Green,,,,Putter,7.52,10.3,,10.70,,0 ,0 ,(1.6),0.0 ,1.423,-1.0,0.7,,, ,, , , , , ,,,,,,,,,,,,,
19161413,Spyglass_Hill,3/2/25,3,13,4,5,Green,,,,Putter,1.80,2.8,,6.50,,0 ,0 ,3.5 ,0.0 ,3.611,,,,, ,, , , , , ,,,,,,,,,,,,,
1916114,Spyglass_Hill,3/2/2025,4,14,1,376,Tee,No,,,Driver,117.87,265.9,252.3,165.70,58,2687 ,1544 ,1.3 ,7.3 ,1.406,,,,, ,,6.4,7.49,57.46%,94.9%,189.2 ,,,,,,,,,,,,,
19161215,Spyglass_Hill,3/2/2025,4,15,2,61,Bunker,,,,Sand Wedge,59.00,83.9,80.6,87.30,38,9204 ,1882 ,3.6 ,22.1 ,1.480,30.0,5.5,0.3,6.9,7.2,-1.11,19.4,21.52,20.45%,96.1%,24.2 ,,,,,,,,,,,,,
19161216,Spyglass_Hill,3/2/25,4,16,3,24,Rough,,,,Sand Wedge,57.54,24.6,22.6,36.50,13,7117 ,2409 ,4.1 ,31.6 ,0.634,12.0,3.7,1.0,11.5,12.5,-2.10,11.4,12.35,33.85%,92.0%,10.7 ,,,,,,,,,,,,,
1916017,Spyglass_Hill,3/2/2025,5,17,1,203,Tee,,,,5 Wood,93.44,164.8,155.1,119.10,46,5103 ,1278 ,10.3 ,9.1 ,1.275,19.0,1.9,-14.9,19.7,4.8,-0.91,16.6,18.30,25.04%,94.1%,54.3 ,,,,,,,,,,,,,
19161218,Spyglass_Hill,3/2/2025,5,18,2,22,Green,,,,Sand Wedge,27.00,22.1,11.2,29.40,3,2604 ,(46),5.7 ,18.0 ,1.089,14.0,4.5,9.0,14.3,23.3,-1.72,15.0,15.00,-1.77%,50.7%, ,,,,,,,,,,,,,
1916119,Spyglass_Hill,3/2/25,6,19,1,441,Tee,No,,,Driver,118.88,232.3,222.3,166.60,52,4122 ,2942 ,4.3 ,6.3 ,1.401,,,,, ,,9.0,10.35,71.37%,95.7%,200.1 ,,,,,,,,,,,,,
1916020,Spyglass_Hill,3/2/2025,6,20,2,201,Rough,,,,5 Wood,102.07,136.4,130.9,109.30,62,7381 ,2731 ,5.2 ,20.7 ,1.071,36.0,5.2,3.7,8.2,11.9,-1.40,21.3,23.74,37.00%,96.0%,65.5 ,,,,,,,,,,,,,
19161221,Spyglass_Hill,3/2/2025,6,21,3,66,Fairway,,,,Sand Wedge,49.54,52.7,40.2,68.40,3,4148 ,859 ,3.1 ,12.8 ,1.381,20.0,5.0,4.0,12.3,16.3,-2.49,12.3,14.44,20.71%,76.3%,12.1 ,,,,,,,,,,,,,
